,Restaurant Name,City,Cuisine,Meal Name,Meal Price (€),Restaurant Rating,Meal Rating
1842,Savory Pizza House Cologne,Cologne,Japanese,Chirashi Sushi,16.65,1.2,1.6
1843,Heavenly Barbecue Braunschweig,Braunschweig,Mexican,Tacos,18.09,3.9,4.3
1844,Savory Cuisine Bergisch Gladbach,Bergisch Gladbach,Mexican,Chiles Rellenos,59.38,2.5,2.7
1845,Zesty Flavors Nuremberg,Nuremberg,German,Eisbein mit Sauerkraut,73.5,2.4,4.5
1846,Smoky Kitchen Kassel,Kassel,Italian,Tagliatelle al Tartufo,50.85,1.4,3.0
1847,Grand Bites Siegen,Siegen,Thai,Tom Yum Soup,58.04,3.8,3.4
1848,Authentic Nest Braunschweig,Braunschweig,Chinese,Century Egg Congee,40.22,2.7,2.9
1849,Zesty Kitchen Stuttgart,Stuttgart,Japanese,Tempura,75.38,3.3,1.5
1850,Divine Nest Leipzig,Leipzig,Thai,Tod Mun Pla (Fish Cakes),62.13,4.3,1.8
1851,Spicy Eats Magdeburg,Magdeburg,German,Weißwurst,72.49,3.6,2.1
1852,Juicy Oasis Bonn,Bonn,Thai,Tod Mun Pla (Fish Cakes),54.98,3.4,1.2
1853,Cozy Table Dortmund,Dortmund,Italian,Risotto,75.4,2.6,3.7
1854,Exquisite Table Hanover,Hanover,Japanese,Ramen Bowl,71.33,1.4,4.4
1855,Vibrant Palace Dortmund,Dortmund,Turkish,Şiş Kebab,44.56,3.7,1.0
1856,Rustic Den Stuttgart,Stuttgart,Indian,Dal Makhani,2.81,1.6,4.3
1857,Smoky Den Nuremberg,Nuremberg,Chinese,Sweet & Sour Chicken,36.83,2.5,1.7
1858,Elegant Eats Erlangen,Erlangen,Indian,Chole Bhature,24.41,1.6,2.2
1859,Royal Barbecue Wolfsburg,Wolfsburg,Japanese,Miso Soup,74.94,1.2,1.0
1860,Crispy Tavern Oberhausen,Oberhausen,Chinese,Mapo Tofu,51.88,2.1,3.8
1861,Smoky Oasis Halle (Saale),Halle (Saale),German,Käsespätzle,50.31,4.1,3.4
1862,Fresh Grill Mainz,Mainz,Indian,Biryani,19.69,1.6,1.8
1863,Sizzling Burger Spot Magdeburg,Magdeburg,Indian,Biryani,34.28,2.4,1.3
1864,Divine Grill Regensburg,Regensburg,Mediterranean,Tabbouleh,45.65,3.9,2.8
1865,Yummy Hub Siegen,Siegen,Italian,Ossobuco,37.66,3.6,1.2
1866,Zesty Bistro Reutlingen,Reutlingen,Japanese,Ramen Bowl,13.53,2.1,4.6
1867,Golden Cuisine Trier,Trier,Italian,Penne Arrabbiata,7.88,2.8,2.3
1868,Divine Heaven Siegen,Siegen,German,Currywurst,45.69,4.8,3.8
1869,Vibrant Cafe Nuremberg,Nuremberg,Turkish,Meze Platter,66.37,1.3,3.6
1870,Golden Bistro Düsseldorf,Düsseldorf,German,Matjes Brötchen,67.84,3.6,1.8
1871,Spicy Delights Heidelberg,Heidelberg,French,Soufflé,20.69,1.3,3.8
1872,Flavorful Feast Koblenz,Koblenz,Mexican,Elote,2.63,2.3,3.0
1873,Succulent Tavern Duisburg,Duisburg,Mexican,Enchiladas,31.28,4.4,2.1
1874,Vibrant Eats Potsdam,Potsdam,Mexican,Sopes,25.0,1.7,2.6
1875,Royal Delights Bochum,Bochum,Thai,Tod Mun Pla (Fish Cakes),70.64,3.6,1.7
1876,Succulent Bites Bonn,Bonn,Italian,Parmigiana,9.57,1.9,3.1
1877,Cozy Gastronomy Potsdam,Potsdam,Mediterranean,Hummus & Pita,5.14,3.6,3.1
1878,Juicy Retreat Munich,Munich,Indian,Samosa,24.94,1.1,3.9
1879,Heavenly Palace Lübeck,Lübeck,Japanese,Gyoza,13.69,2.8,3.6
1880,Grand Flavors Salzgitter,Salzgitter,Turkish,Etli Ekmek,21.75,2.0,2.1
1881,Fusion Flavors Kassel,Kassel,Turkish,Cacik,40.9,3.8,4.0
1882,Heavenly House Mannheim,Mannheim,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),32.03,1.1,4.8
1883,Spicy Feast Berlin,Berlin,Mediterranean,Paella,13.29,2.5,3.8
1884,Sizzling Food Spot Bielefeld,Bielefeld,Thai,Tod Mun Pla (Fish Cakes),77.31,1.2,2.0
1885,Golden Tavern Aachen,Aachen,Mexican,Churros,63.91,1.7,1.8
1886,Grand Barbecue Offenbach,Offenbach,Japanese,Sushi Combo,58.22,1.8,3.4
1887,Succulent Tavern Aachen,Aachen,German,Kartoffelsalat,35.62,4.5,4.0
1888,Savory Oasis Leverkusen,Leverkusen,Chinese,Fried Rice,64.96,2.6,2.2
1889,Flavorful Eats Frankfurt am Main,Frankfurt am Main,Thai,Satay Skewers,26.62,4.0,1.6
1890,Divine Grill Bottrop,Bottrop,Chinese,Spring Rolls,14.61,3.5,4.0
1891,Vibrant Cuisine Stuttgart,Stuttgart,Mediterranean,Falafel,57.02,3.1,4.4
1892,Zesty Cellar Gelsenkirchen,Gelsenkirchen,Italian,Caprese Salad,67.93,1.4,4.5
1893,Rustic Tavern Mülheim,Mülheim,German,Eisbein mit Sauerkraut,54.24,4.7,2.5
1894,Exotic Burger Spot Augsburg,Augsburg,French,Crème Brûlée,24.66,1.2,3.4
1895,Sizzling Diner Trier,Trier,German,Matjes Brötchen,8.04,1.1,2.4
1896,Tasty Den Duisburg,Duisburg,Italian,Arancini,18.72,4.6,1.3
1897,Juicy Burger Spot Heilbronn,Heilbronn,Turkish,Karniyarik,7.34,2.5,3.5
1898,Sizzling Heaven Mainz,Mainz,French,Croissant,57.82,4.0,2.1
1899,Golden Food Spot Pforzheim,Pforzheim,Chinese,Fried Rice,72.27,4.8,3.5
1900,Sizzling Corner Koblenz,Koblenz,Thai,Khao Pad Sapparod (Pineapple Fried Rice),65.62,4.4,2.8
1901,Vibrant Burger Spot Mainz,Mainz,Thai,Massaman Curry,44.52,4.8,4.7
1902,Crispy Hub Braunschweig,Braunschweig,Chinese,Steamed Fish with Ginger,36.38,4.7,1.1
1903,Savory Cuisine Hanover,Hanover,Mediterranean,Spanakopita,19.83,1.8,4.0
1904,Golden Feast Munich,Munich,Indian,Samosa,30.02,3.0,4.1
1905,Fresh Pizza House Mainz,Mainz,Chinese,Steamed Fish with Ginger,1.49,3.5,1.2
1906,Sizzling Eats Nuremberg,Nuremberg,German,Weißwurst,5.92,3.5,3.8
1907,Rustic Heaven Dortmund,Dortmund,Thai,Tom Kha Gai,13.8,4.2,1.5
1908,Crispy Delights Leverkusen,Leverkusen,Italian,Tiramisu,77.13,4.2,4.3
1909,Royal Gastronomy Braunschweig,Braunschweig,Chinese,Lotus Root Salad,40.67,4.5,3.1
1910,Smoky Nest Gelsenkirchen,Gelsenkirchen,Italian,Arancini,35.27,1.2,2.3
1911,Sizzling Feast Munich,Munich,French,Duck Confit,48.59,3.2,4.7
1912,Elegant Eats Magdeburg,Magdeburg,German,Weißwurst,9.1,4.8,4.4
1913,Gourmet Table Hamburg,Hamburg,Indian,Dosa,14.99,3.1,1.9
1914,Exotic Nest Berlin,Berlin,German,Kartoffelsalat,43.8,2.4,2.5
1915,Authentic House Lübeck,Lübeck,Mediterranean,Dolma,38.45,3.4,4.9
1916,Succulent Bites Bonn,Bonn,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),42.18,1.5,2.9
1917,Vibrant Burger Spot Nuremberg,Nuremberg,Mexican,Mole Poblano,4.68,1.4,4.1
1918,Grand Den Mülheim,Mülheim,Mexican,Mole Poblano,33.22,1.7,3.6
1919,Smoky Resto Dortmund,Dortmund,French,Duck Confit,24.0,4.0,4.8
1920,Savory Eats Nuremberg,Nuremberg,Indian,Butter Chicken,24.64,4.6,1.2
1921,Fresh House Lübeck,Lübeck,Thai,Pad Thai,56.13,4.3,2.4
1922,Spicy Burger Spot Augsburg,Augsburg,French,Cassoulet,7.16,2.2,1.3
1923,Sizzling Eats Stuttgart,Stuttgart,Thai,Satay Skewers,24.12,4.7,3.8
1924,Gourmet Table Mannheim,Mannheim,Thai,Som Tum (Papaya Salad),28.94,1.6,4.8
1925,Fresh Pizza House Bottrop,Bottrop,Turkish,Pide,59.46,1.3,4.0
1926,Fresh Resto Chemnitz,Chemnitz,Thai,Khao Pad Sapparod (Pineapple Fried Rice),31.61,2.7,4.7
1927,Succulent Tavern Gelsenkirchen,Gelsenkirchen,Turkish,Menemen,20.38,3.0,1.5
1928,Delicious Tavern Heilbronn,Heilbronn,Japanese,Takoyaki,58.18,4.3,1.5
1929,Gourmet Bites Mainz,Mainz,Thai,Green Curry,30.06,2.0,2.9
1930,Flavorful Delights Heilbronn,Heilbronn,German,Bratwurst,18.98,2.1,3.9
1931,Juicy Diner Heidelberg,Heidelberg,Japanese,Tonkatsu,49.32,3.0,4.9
1932,Crispy Kitchen Dortmund,Dortmund,Italian,Calzone,16.54,5.0,2.7
1933,Smoky Kitchen Augsburg,Augsburg,French,Crème Brûlée,37.64,1.8,3.9
1934,Heavenly Food Spot Pforzheim,Pforzheim,German,Weißwurst,23.63,4.2,4.8
1935,Fresh Resto Braunschweig,Braunschweig,Italian,Caprese Salad,11.71,4.9,1.4
1936,Heavenly Resto Magdeburg,Magdeburg,German,Spätzle,3.83,2.0,2.0
1937,Succulent Nest Offenbach,Offenbach,Turkish,Cacik,77.3,1.4,2.8
1938,Exotic Den Erlangen,Erlangen,Mediterranean,Manakeesh,63.17,3.2,4.9
1939,Tasty Den Bottrop,Bottrop,Turkish,Döner Kebab,36.64,3.2,2.5
1940,Flavorful Food Spot Lübeck,Lübeck,Turkish,Iskender Kebab,79.86,1.6,2.1
1941,Authentic Grove Heilbronn,Heilbronn,Indian,Ras Malai,38.3,4.5,2.4
1942,Yummy Diner Koblenz,Koblenz,Mexican,Elote,58.72,1.1,1.4
1943,Elegant Heaven Munich,Munich,Turkish,Şiş Kebab,53.3,2.8,4.9
1944,Fusion Diner Bottrop,Bottrop,Japanese,Shabu Shabu,56.69,3.0,4.9
1945,Tasty Pizza House Duisburg,Duisburg,Thai,Larb Gai,27.56,1.6,4.5
1946,Elegant Hub Leverkusen,Leverkusen,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),26.64,2.6,4.2
1947,Succulent Feast Essen,Essen,Italian,Caprese Salad,19.84,2.7,3.3
1948,Golden Den Koblenz,Koblenz,Japanese,Takoyaki,55.03,4.6,4.9
1949,Divine Burger Spot Oberhausen,Oberhausen,Mexican,Tamales,78.21,3.6,2.1
1950,Sizzling Resto Trier,Trier,Turkish,Döner Kebab,19.59,3.7,3.8
1951,Crispy Delights Koblenz,Koblenz,Italian,Penne Arrabbiata,13.34,1.1,3.8
1952,Authentic Heaven Bochum,Bochum,German,Pretzel & Beer,51.61,1.0,1.4
1953,Gourmet Table Hanover,Hanover,Mexican,Tamales,72.25,3.4,2.3
1954,Exotic Hub Chemnitz,Chemnitz,Italian,Tiramisu,36.89,1.7,2.6
1955,Heavenly Den Leipzig,Leipzig,Italian,Gnocchi,46.17,2.1,2.0
1956,Golden Gastronomy Duisburg,Duisburg,Italian,Fettuccine Alfredo,6.91,2.2,4.0
1957,Golden Eats Erlangen,Erlangen,Turkish,Adana Kebab,42.93,4.6,3.3
1958,Crispy Heaven Mainz,Mainz,Indian,Paneer Butter Masala,32.32,1.8,2.8
1959,Divine Diner Essen,Essen,German,Rinderroulade,5.23,2.0,3.3
1960,Smoky Hub Leverkusen,Leverkusen,Thai,Khao Pad Sapparod (Pineapple Fried Rice),6.57,2.5,3.3
1961,Sizzling Cellar Potsdam,Potsdam,Thai,Tod Mun Pla (Fish Cakes),38.79,4.1,4.1
1962,Heavenly House Wuppertal,Wuppertal,Turkish,Simit,52.85,1.6,4.5
1963,Juicy Delights Kassel,Kassel,Chinese,Spring Rolls,27.16,3.3,1.1
1964,Flavorful Cafe Berlin,Berlin,Mediterranean,Greek Salad,47.0,2.2,1.6
1965,Savory Retreat Hamburg,Hamburg,Italian,Gnocchi,78.83,1.5,2.9
1966,Zesty Cafe Göttingen,Göttingen,French,Soufflé,27.07,4.4,2.4
1967,Flavorful Delights Münster,Münster,Thai,Mango Sticky Rice,70.15,2.8,4.9
1968,Sizzling Corner Bergisch Gladbach,Bergisch Gladbach,Thai,Kanom Krok (Coconut Pancakes),65.78,3.5,4.9
1969,Vibrant Cuisine Heidelberg,Heidelberg,Mexican,Tacos,41.35,4.2,2.0
1970,Crispy Den Wuppertal,Wuppertal,Chinese,Dim Sum,64.65,3.3,1.4
1971,Exquisite Feast Braunschweig,Braunschweig,Mexican,Ceviche,79.83,3.2,4.2
1972,Sizzling Burger Spot Dresden,Dresden,Indian,Chicken Tikka Masala,61.05,4.5,1.9
1973,Juicy Retreat Stuttgart,Stuttgart,Indian,Chicken Tikka Masala,71.01,3.8,2.2
1974,Vibrant Oasis Bergisch Gladbach,Bergisch Gladbach,Japanese,Unagi Don,63.41,1.6,2.4
1975,Cozy Retreat Hamburg,Hamburg,Mexican,Horchata,13.44,3.2,3.3
1976,Juicy Cafe Heidelberg,Heidelberg,Indian,Dosa,17.82,1.7,4.3
1977,Exquisite Table Kassel,Kassel,Italian,Ossobuco,28.03,2.7,2.5
1978,Gourmet Gastronomy Siegen,Siegen,Italian,Risotto,44.1,1.9,2.5
1979,Vibrant Oasis Dortmund,Dortmund,Japanese,Miso Soup,5.12,4.8,2.2
1980,Yummy Bites Gelsenkirchen,Gelsenkirchen,Turkish,Karniyarik,22.81,1.6,1.1
1981,Tasty Resto Frankfurt am Main,Frankfurt am Main,Chinese,Century Egg Congee,43.96,4.8,3.5
1982,Fresh Grill Heilbronn,Heilbronn,Mexican,Horchata,79.49,4.3,4.4
1983,Delicious Retreat Pforzheim,Pforzheim,Turkish,Simit,41.81,1.9,5.0
1984,Elegant Heaven Erlangen,Erlangen,French,Soufflé,53.68,3.8,1.6
1985,Smoky Oasis Bonn,Bonn,Mediterranean,Shakshuka,51.76,2.6,2.2
1986,Fusion Table Hanover,Hanover,Turkish,Simit,23.47,4.2,2.0
1987,Cozy Retreat Chemnitz,Chemnitz,Thai,Pad Thai,75.21,3.7,3.0
1988,Fusion Delights Regensburg,Regensburg,Japanese,Takoyaki,16.2,1.7,2.0
1989,Vibrant Oasis Dresden,Dresden,German,Eisbein mit Sauerkraut,29.55,1.1,2.8
1990,Grand Cuisine Offenbach,Offenbach,Japanese,Onigiri,43.05,3.8,4.3
1991,Cozy Eats Dortmund,Dortmund,Italian,Bruschetta,5.57,4.1,1.4
1992,Gourmet Retreat Potsdam,Potsdam,Mediterranean,Baba Ganoush,14.06,4.1,1.1
1993,Tasty Retreat Mainz,Mainz,Mediterranean,Shawarma,34.52,3.6,2.8
1994,Delicious Resto Gelsenkirchen,Gelsenkirchen,Thai,Pad Thai,17.67,2.1,2.3
1995,Juicy Diner Pforzheim,Pforzheim,Indian,Butter Chicken,48.77,4.3,2.3
1996,Vibrant Heaven Siegen,Siegen,Chinese,Steamed Fish with Ginger,47.04,3.8,1.1
1997,Juicy Eats Magdeburg,Magdeburg,French,Bouillabaisse,26.88,1.9,2.8
1998,Heavenly Food Spot Wolfsburg,Wolfsburg,Turkish,Adana Kebab,1.9,1.5,4.6
1999,Flavorful Den Salzgitter,Salzgitter,Japanese,Okonomiyaki,16.93,2.3,4.6
2000,Grand Bites Salzgitter,Salzgitter,German,Kartoffelsalat,13.41,2.6,1.5
2001,Savory Den Potsdam,Potsdam,Indian,Dal Makhani,18.69,2.9,1.2
2002,Elegant Feast Halle (Saale),Halle (Saale),Italian,Minestrone Soup,58.42,3.7,1.4
2003,Zesty Eats Frankfurt am Main,Frankfurt am Main,Indian,Butter Chicken,37.29,3.8,3.9
2004,Divine Oasis Wolfsburg,Wolfsburg,Turkish,Kumpir,34.72,4.2,4.1
2005,Exquisite Nest Reutlingen,Reutlingen,French,Escargots,2.54,2.9,2.9
2006,Exquisite Cellar Bochum,Bochum,French,Quiche Lorraine,37.43,4.4,2.1
2007,Exquisite House Heidelberg,Heidelberg,Japanese,Udon Noodles,57.37,2.9,2.3
2008,Savory Delights Aachen,Aachen,Mediterranean,Tabbouleh,67.58,4.8,2.4
2009,Vibrant Den Dresden,Dresden,Chinese,Fried Rice,68.65,4.5,1.2
2010,Yummy Resto Cologne,Cologne,Mexican,Guacamole & Chips,22.58,4.8,2.1
2011,Fresh Oasis Regensburg,Regensburg,Italian,Lasagna,43.66,5.0,2.4
2012,Fusion Food Spot Trier,Trier,Italian,Tiramisu,23.71,1.7,2.7
2013,Delicious Barbecue Offenbach,Offenbach,German,Labskaus,9.65,2.7,1.1
2014,Heavenly House Aachen,Aachen,Mexican,Tacos,69.09,1.6,4.4
2015,Royal Gastronomy Heidelberg,Heidelberg,Chinese,Dim Sum,24.39,1.9,2.7
2016,Elegant Food Spot Chemnitz,Chemnitz,Chinese,Dim Sum,70.15,2.8,5.0
2017,Authentic Grove Reutlingen,Reutlingen,Mexican,Sopes,57.12,4.2,1.3
2018,Yummy Pizza House Leipzig,Leipzig,Indian,Dosa,31.85,1.4,2.5
2019,Authentic Grove Wolfsburg,Wolfsburg,French,Profiteroles,68.94,4.5,2.6
2020,Juicy Gastronomy Wuppertal,Wuppertal,Japanese,Gyoza,65.54,4.9,1.0
2021,Divine Eats Lübeck,Lübeck,Japanese,Unagi Don,62.74,2.1,2.9
2022,Divine Retreat Bremerhaven,Bremerhaven,Turkish,Etli Ekmek,41.97,3.5,4.0
2023,Spicy Feast Aachen,Aachen,Mexican,Quesadilla,7.76,4.3,4.7
2024,Authentic Grill Munich,Munich,Thai,Kanom Krok (Coconut Pancakes),78.24,2.3,3.8
2025,Succulent House Essen,Essen,Japanese,Tonkatsu,69.63,3.4,3.8
2026,Juicy Pizza House Hamburg,Hamburg,Italian,Fettuccine Alfredo,13.33,4.1,4.5
2027,Royal Corner Bottrop,Bottrop,Chinese,Steamed Fish with Ginger,30.26,5.0,2.1
2028,Golden Feast Regensburg,Regensburg,Mediterranean,Briam,32.41,5.0,2.6
2029,Delicious Den Frankfurt am Main,Frankfurt am Main,Mediterranean,Greek Salad,2.98,2.5,2.4
2030,Spicy Nest Münster,Münster,Mexican,Horchata,32.06,2.1,3.4
2031,Royal Eats Oberhausen,Oberhausen,Japanese,Gyoza,59.73,5.0,4.9
2032,Elegant Pizza House Heilbronn,Heilbronn,French,Quiche Lorraine,11.04,1.5,3.9
2033,Fusion Eats Oberhausen,Oberhausen,Thai,Pad Thai,2.49,2.1,1.9
2034,Gourmet Gastronomy Wolfsburg,Wolfsburg,Mexican,Horchata,70.22,4.7,4.5
2035,Yummy Resto Salzgitter,Salzgitter,Mexican,Tamales,65.86,1.9,2.3
2036,Sizzling Bites Bielefeld,Bielefeld,Indian,Chicken Tikka Masala,36.5,3.8,2.7
2037,Tasty Tavern Düsseldorf,Düsseldorf,Indian,Pani Puri,57.51,3.7,4.9
2038,Divine Tavern Hanover,Hanover,Japanese,Soba Noodles,58.6,2.8,2.3
2039,Fresh Hub Essen,Essen,French,Moules Marinières,19.71,4.7,3.1
2040,Grand Flavors Mainz,Mainz,Turkish,Hamsili Pilav,29.19,3.9,1.2
2041,Juicy Heaven Munich,Munich,German,Matjes Brötchen,24.55,2.3,3.2
2042,Authentic Delights Koblenz,Koblenz,German,Currywurst,35.64,1.6,2.1
2043,Royal Heaven Mülheim,Mülheim,German,Spätzle,64.9,1.8,1.1
2044,Grand Delights Heidelberg,Heidelberg,Mediterranean,Baba Ganoush,79.9,1.7,4.3
2045,Royal Retreat Frankfurt am Main,Frankfurt am Main,Mexican,Ceviche,33.69,5.0,2.0
2046,Heavenly Heaven Wuppertal,Wuppertal,Mexican,Ceviche,3.93,2.3,1.7
2047,Zesty Eats Göttingen,Göttingen,Japanese,Udon Noodles,65.35,2.0,3.4
2048,Zesty Kitchen Regensburg,Regensburg,Mexican,Churros,18.72,1.8,3.6
2049,Delicious Den Pforzheim,Pforzheim,Mexican,Quesadilla,41.48,2.5,4.5
2050,Exotic Table Regensburg,Regensburg,Indian,Palak Paneer,22.24,4.2,4.7
2051,Elegant Eats Trier,Trier,Chinese,Sichuan Hot Pot,38.07,3.3,4.0
2052,Fresh Cuisine Dortmund,Dortmund,German,Leberkäse,20.53,3.1,4.5
2053,Rustic Diner Gelsenkirchen,Gelsenkirchen,Chinese,Bok Choy Stir Fry,58.54,1.6,2.4
2054,Smoky Kitchen Wolfsburg,Wolfsburg,Indian,Butter Chicken,31.88,1.0,2.5
2055,Divine Oasis Wuppertal,Wuppertal,Mexican,Churros,57.16,3.5,3.3
2056,Golden Diner Münster,Münster,French,Bouillabaisse,57.04,3.5,3.1
2057,Heavenly Cellar Göttingen,Göttingen,German,Eisbein mit Sauerkraut,50.28,3.3,1.4
2058,Exotic Food Spot Hanover,Hanover,Indian,Tandoori Chicken,1.87,2.7,3.3
2059,Fresh Gastronomy Nuremberg,Nuremberg,French,Macarons,45.74,2.9,4.0
2060,Juicy Cafe Kassel,Kassel,French,Profiteroles,74.49,2.8,2.2
2061,Elegant Resto Chemnitz,Chemnitz,French,Moules Marinières,38.73,3.6,2.3
2062,Gourmet Table Düsseldorf,Düsseldorf,German,Maultaschen,39.2,4.4,4.1
2063,Juicy Feast Cologne,Cologne,Japanese,Miso Soup,47.25,4.4,3.9
2064,Exotic Kitchen Salzgitter,Salzgitter,Chinese,Wonton Soup,6.26,4.4,1.7
2065,Authentic Bites Halle (Saale),Halle (Saale),Thai,Som Tum (Papaya Salad),26.69,3.9,1.8
2066,Tasty Flavors Dortmund,Dortmund,German,Rinderroulade,51.95,3.6,4.8
2067,Royal Nest Leverkusen,Leverkusen,French,Baguette with Cheese,29.12,4.5,4.8
2068,Sizzling Nest Gelsenkirchen,Gelsenkirchen,Italian,Caprese Salad,1.45,1.6,1.0
2069,Fusion Cellar Heilbronn,Heilbronn,Japanese,Chirashi Sushi,79.97,4.8,2.0
2070,Crispy Hub Dortmund,Dortmund,French,Beef Bourguignon,28.0,4.4,4.5
2071,Grand Palace Siegen,Siegen,Turkish,Baklava,8.06,4.0,3.5
2072,Spicy Flavors Regensburg,Regensburg,Chinese,Sweet & Sour Chicken,4.39,3.6,2.8
2073,Tasty Corner Mülheim,Mülheim,Thai,Kanom Krok (Coconut Pancakes),37.81,3.1,2.1
2074,Divine Cellar Bonn,Bonn,Turkish,Manti,21.01,3.0,2.4
2075,Exquisite Cellar Koblenz,Koblenz,Mediterranean,Shawarma,37.78,4.3,3.6
2076,Vibrant Corner Siegen,Siegen,German,Spätzle,22.56,2.0,2.9
2077,Golden Flavors Heilbronn,Heilbronn,Indian,Dal Makhani,75.19,1.9,4.4
2078,Cozy Feast Dortmund,Dortmund,Japanese,Ramen Bowl,68.8,1.4,2.1
2079,Royal Palace Lübeck,Lübeck,Japanese,Gyoza,24.61,1.8,2.2
2080,Fusion Table Lübeck,Lübeck,German,Maultaschen,59.34,2.0,4.1
2081,Tasty Delights Hanover,Hanover,Thai,Green Curry,18.92,3.4,3.4
2082,Yummy Grill Wuppertal,Wuppertal,Chinese,Spring Rolls,73.13,4.5,1.7
2083,Spicy Oasis Göttingen,Göttingen,German,Maultaschen,17.94,3.2,3.0
2084,Crispy Bites Bottrop,Bottrop,Italian,Penne Arrabbiata,76.73,4.1,3.8
2085,Fresh Den Berlin,Berlin,Mexican,Fajitas,76.96,3.3,3.9
2086,Rustic Corner Göttingen,Göttingen,French,Quiche Lorraine,63.5,2.9,4.7
2087,Spicy Delights Oberhausen,Oberhausen,French,Baguette with Cheese,69.99,1.3,3.3
2088,Divine House Kassel,Kassel,German,Bratwurst,54.39,1.9,2.4
2089,Zesty Eats Stuttgart,Stuttgart,German,Kartoffelsalat,37.12,2.5,1.3
2090,Juicy Diner Magdeburg,Magdeburg,Mediterranean,Briam,27.85,1.9,2.5
2091,Exotic Palace Wolfsburg,Wolfsburg,Mediterranean,Dolma,60.6,3.1,4.6
2092,Vibrant Corner Munich,Munich,Mediterranean,Hummus & Pita,58.57,1.6,2.0
2093,Flavorful Bistro Aachen,Aachen,German,Rinderroulade,59.89,2.2,1.2
2094,Fusion Palace Reutlingen,Reutlingen,French,Macarons,31.35,4.3,3.0
2095,Tasty Oasis Bochum,Bochum,Thai,Green Curry,14.0,2.3,1.8
2096,Savory Food Spot Dresden,Dresden,Chinese,Char Siu Pork,78.56,4.2,3.7
2097,Grand Food Spot Kassel,Kassel,Indian,Aloo Paratha,50.89,2.7,4.1
2098,Elegant Food Spot Kassel,Kassel,Chinese,Char Siu Pork,26.28,4.4,2.8
2099,Gourmet Table Wuppertal,Wuppertal,Indian,Gulab Jamun,23.95,2.9,4.8
2100,Exquisite House Heilbronn,Heilbronn,German,Käsespätzle,53.08,3.2,4.9
2101,Yummy Feast Wolfsburg,Wolfsburg,Mexican,Guacamole & Chips,30.68,1.2,3.5
2102,Zesty Cuisine Augsburg,Augsburg,Mexican,Elote,20.33,1.6,4.4
2103,Divine Eats Oberhausen,Oberhausen,German,Haxe (Pork Knuckle),56.64,1.1,4.3
2104,Elegant Bistro Bremerhaven,Bremerhaven,Thai,Mango Sticky Rice,34.81,3.7,1.5
2105,Tasty Pizza House Reutlingen,Reutlingen,Turkish,Şiş Kebab,74.83,3.3,4.1
2106,Fusion Table Wolfsburg,Wolfsburg,Mediterranean,Shawarma,48.91,4.4,2.2
2107,Exotic Delights Regensburg,Regensburg,Chinese,Chow Mein,36.8,2.3,3.4
2108,Grand Feast Dresden,Dresden,Chinese,Mapo Tofu,72.81,1.9,2.2
2109,Grand Grill Duisburg,Duisburg,French,Bouillabaisse,75.43,3.6,4.7
2110,Spicy Flavors Heilbronn,Heilbronn,Mexican,Ceviche,6.59,4.2,4.6
2111,Zesty Pizza House Duisburg,Duisburg,French,Ratatouille,79.23,3.3,4.8
2112,Zesty Flavors Essen,Essen,Mexican,Pozole,15.95,4.2,4.3
2113,Savory House Aachen,Aachen,Thai,Massaman Curry,11.59,3.5,4.1
2114,Smoky Eats Herne,Herne,Mexican,Churros,46.71,2.8,4.4
2115,Flavorful Food Spot Stuttgart,Stuttgart,Japanese,Unagi Don,7.77,3.0,3.7
2116,Vibrant Burger Spot Mannheim,Mannheim,German,Bratwurst,64.69,2.6,2.7
2117,Zesty House Düsseldorf,Düsseldorf,Japanese,Sushi Combo,66.71,2.8,2.1
2118,Spicy Diner Leverkusen,Leverkusen,German,Matjes Brötchen,53.88,2.5,1.3
2119,Vibrant Tavern Trier,Trier,Italian,Bolognese Pasta,36.59,3.3,1.4
2120,Flavorful Den Leverkusen,Leverkusen,Japanese,Gyoza,46.15,4.9,2.8
2121,Flavorful Hub Koblenz,Koblenz,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),47.69,3.5,1.8
2122,Divine Oasis Düsseldorf,Düsseldorf,Thai,Tom Kha Gai,51.46,2.9,2.3
2123,Delicious Kitchen Salzgitter,Salzgitter,German,Leberkäse,51.45,2.6,3.4
2124,Sizzling Kitchen Oberhausen,Oberhausen,French,Ratatouille,48.66,3.7,1.3
2125,Savory Hub Munich,Munich,Thai,Khao Soi,11.38,4.9,4.0
2126,Smoky Feast Frankfurt am Main,Frankfurt am Main,German,Bratwurst,18.94,3.3,3.8
2127,Zesty Food Spot Göttingen,Göttingen,Turkish,Menemen,13.63,2.8,2.4
2128,Delicious Den Lübeck,Lübeck,Indian,Idli Sambar,60.49,1.6,4.8
2129,Elegant Retreat Bonn,Bonn,Mediterranean,Shakshuka,53.4,3.4,4.0
2130,Delicious Resto Potsdam,Potsdam,Japanese,Unagi Don,59.05,3.5,3.5
2131,Smoky Flavors Pforzheim,Pforzheim,Mediterranean,Spanakopita,22.93,4.2,3.0
2132,Heavenly Food Spot Nuremberg,Nuremberg,French,Escargots,24.11,3.8,3.8
2133,Delicious Flavors Koblenz,Koblenz,Italian,Calzone,6.94,1.8,3.6
